gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
94655232,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa,,PG,Daru,Western,PRESENT,NA,c4254a00-cb2b-11d8-bf68-b8a03c50a862,-9.091667,143.175,NA,NA,NA,NA,NA,NA,1984-01-22,22,1,1984,6435171,6435171,OCCURRENCE,BRI,PNGplants,29421,,,NA,CC_BY_4_0,,Duke N.C.,,,2024-03-15T17:55:12Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID
94655217,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa,,PG,Ca 8 miles N of Kapa Kapa,Gulf,PRESENT,NA,c4254a00-cb2b-11d8-bf68-b8a03c50a862,-7.683333,145.333333,NA,NA,NA,NA,NA,NA,1962-08-09,9,8,1962,6435171,6435171,OCCURRENCE,BRI,PNGplants,29420,,,NA,CC_BY_4_0,,Schodde R.,,,2024-03-15T17:55:12Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID
94655207,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa,,PG,"Bootless Bay, Central District, Papua",Central,PRESENT,NA,c4254a00-cb2b-11d8-bf68-b8a03c50a862,-9.591667,147.258333,NA,NA,NA,NA,NA,NA,1964-12-15,15,12,1964,6435171,6435171,OCCURRENCE,BRI,PNGplants,29419,,,NA,CC_BY_4_0,,Gillison A.N.,,,2024-03-15T17:55:12Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID
94655200,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa,,PG,"Cape Vogel, Baniara Subdistrict",Milne bay,PRESENT,NA,c4254a00-cb2b-11d8-bf68-b8a03c50a862,-9.666667,150,NA,NA,NA,NA,NA,NA,1954-09-18,18,9,1954,6435171,6435171,OCCURRENCE,BRI,PNGplants,29418,,,NA,CC_BY_4_0,,Saunders J.C.,,,2024-03-15T17:55:12Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID
94655194,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa,,PG,Near Komabun Village,,PRESENT,NA,c4254a00-cb2b-11d8-bf68-b8a03c50a862,-9,149,NA,NA,NA,NA,NA,NA,1954-06-24,24,6,1954,6435171,6435171,OCCURRENCE,BRI,PNGplants,29417,,,NA,CC_BY_4_0,,Hoogland R.D.,,,2024-03-15T17:55:12Z,,GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID
94655186,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa,,PG,Daru Island,Western,PRESENT,NA,c4254a00-cb2b-11d8-bf68-b8a03c50a862,-9,143.166667,NA,NA,NA,NA,NA,NA,1936-02-29,29,2,1936,6435171,6435171,OCCURRENCE,BRI,PNGplants,29416,,,NA,CC_BY_4_0,,Brass L.J.,,,2024-03-15T17:55:12Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID
94655175,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa,,PG,Morebe,Morobe,PRESENT,NA,c4254a00-cb2b-11d8-bf68-b8a03c50a862,-7.666667,147.5,NA,NA,NA,NA,NA,NA,1947-12-29,29,12,1947,6435171,6435171,OCCURRENCE,BRI,PNGplants,29415,,,NA,CC_BY_4_0,,Womersley J.S.,,,2024-03-15T17:55:12Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID
94655167,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa,,PG,Domara,,PRESENT,NA,c4254a00-cb2b-11d8-bf68-b8a03c50a862,-10.166667,148.5,NA,NA,NA,NA,NA,NA,1926-05-27,27,5,1926,6435171,6435171,OCCURRENCE,BRI,PNGplants,29414,,,NA,CC_BY_4_0,,Brass L.J.,,,2024-03-15T17:55:12Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID
94655160,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa,,PG,"Ca 7 miles NW of Hisiu Village, Kairuku Subdistrict, Central District",Central,PRESENT,NA,c4254a00-cb2b-11d8-bf68-b8a03c50a862,-9,146.666667,NA,NA,3,NA,NA,NA,1962-08-20,20,8,1962,6435171,6435171,OCCURRENCE,BRI,PNGplants,29413,,,NA,CC_BY_4_0,,Darbyshire P.J.,,,2024-03-15T17:55:12Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID
931134499,4443b1f2-231b-4e60-b343-8c93fba93982,CAL23381_416,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willdenow,,NC,Baie de Tina - Pointe Lasalle,Nouvelle-Caledonie,PRESENT,NA,a6de8f30-d931-11db-973c-b8a03c50a862,-22.25,166.495833,NA,NA,0,NA,NA,NA,1979-02-26,26,2,1979,6435171,6435171,PRESERVED_SPECIMEN,Université de Strasbourg,CAL,CAL23381_416,,,NA,CC_BY_4_0,,Hoff M.,,,2024-01-24T17:50:01Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
912597826,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000786922,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa,Willd.,LK,Jaffna,,PRESENT,NA,061b4f20-f241-11da-a328-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,1796-05-09T00:00,9,5,1796,6435171,6435171,PRESERVED_SPECIMEN,K,Herbarium,K000786922,s.n.,,NA,CC_BY_4_0,,s.coll.,,,2024-04-05T12:51:10Z,StillImage,CONTINENT_DERIVED_FROM_COUNTRY;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912597795,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000786920,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa,Willd.,LK,Jaffna et Kutsiawali,,PRESENT,NA,061b4f20-f241-11da-a328-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,1794-08-17T00:00,17,8,1794,6435171,6435171,PRESERVED_SPECIMEN,K,Herbarium,K000786920,s.n.,"Clarke, C.B.",NA,CC_BY_4_0,,s.coll.,,,2024-04-05T12:51:10Z,StillImage,CONTINENT_DERIVED_FROM_COUNTRY;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912597779,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000786921,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa,Willd.,LK,Jaffna,,PRESENT,NA,061b4f20-f241-11da-a328-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,1796-05-09T00:00,9,5,1796,6435171,6435171,PRESERVED_SPECIMEN,K,Herbarium,K000786921,s.n.,"Clarke, C.B.",NA,CC_BY_4_0,,s.coll.,,,2024-04-05T12:51:10Z,StillImage,CONTINENT_DERIVED_FROM_COUNTRY;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912020985,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/24479.000,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa,Willd.,SC,Mahe,,PRESENT,NA,061b4f20-f241-11da-a328-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,1962-01-26T00:00,26,1,1962,6435171,6435171,PRESERVED_SPECIMEN,K,Spirit,24479.000,789,,NA,CC_BY_4_0,,"Jeffrey, C.",,,2024-04-05T12:50:13Z,,CONTINENT_DERIVED_FROM_COUNTRY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
90220945,8598edb6-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa,Willd.,,Burma coast,,PRESENT,NA,ff6a9550-c5c3-11d9-b4b2-b8a03c50a862,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,6435171,6435171,OCCURRENCE,NCL,INDOBIS-DATASET1,113624,,,NA,CC_BY_4_0,,,,,2024-03-15T17:52:40Z,,ZERO_COORDINATE;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID
731828292,b5cdf794-8fa4-4a85-8b26-755d087bf531,http://coldb.mnhn.fr/catalognumber/mnhn/p/p06171795,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,,,,PRESENT,NA,2cd829bb-b713-433d-99cf-64bef11e5b3e,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,6435171,6435171,PRESERVED_SPECIMEN,MNHN,P,P06171795,,,NA,CC_BY_4_0,,,,,2024-04-04T14:42:09Z,StillImage,
731777832,b5cdf794-8fa4-4a85-8b26-755d087bf531,http://coldb.mnhn.fr/catalognumber/mnhn/p/p04878470,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,NC,,,PRESENT,NA,2cd829bb-b713-433d-99cf-64bef11e5b3e,-21.08333,164.68333,NA,NA,NA,NA,NA,NA,1973-12-14,14,12,1973,6435171,6435171,PRESERVED_SPECIMEN,MNHN,P,P04878470,,,NA,CC_BY_4_0,,"Webster, G.L.;Jaffré, T.",,,2024-04-04T14:42:03Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
731777703,b5cdf794-8fa4-4a85-8b26-755d087bf531,http://coldb.mnhn.fr/catalognumber/mnhn/p/p04878458,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,NC,,,PRESENT,NA,2cd829bb-b713-433d-99cf-64bef11e5b3e,-20.46667,164.2,NA,NA,NA,NA,NA,NA,1983-12-22,22,12,1983,6435171,6435171,PRESERVED_SPECIMEN,MNHN,P,P04878458,,,NA,CC_BY_4_0,,"McPherson, G.D.",,,2024-04-04T14:42:00Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
731777702,b5cdf794-8fa4-4a85-8b26-755d087bf531,http://coldb.mnhn.fr/catalognumber/mnhn/p/p04878456,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,NC,,,PRESENT,NA,2cd829bb-b713-433d-99cf-64bef11e5b3e,-22.2725,166.44444,NA,NA,NA,NA,NA,NA,1869-01-01/1869-01-31,NA,1,1869,6435171,6435171,PRESERVED_SPECIMEN,MNHN,P,P04878456,,,NA,CC_BY_4_0,,"Balansa, B.",,,2024-04-04T14:42:00Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
731777701,b5cdf794-8fa4-4a85-8b26-755d087bf531,http://coldb.mnhn.fr/catalognumber/mnhn/p/p04878450,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,,,,PRESENT,NA,2cd829bb-b713-433d-99cf-64bef11e5b3e,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,6435171,6435171,PRESERVED_SPECIMEN,MNHN,P,P04878450,,,NA,CC_BY_4_0,,,,,2024-04-04T14:42:56Z,StillImage,
731777700,b5cdf794-8fa4-4a85-8b26-755d087bf531,http://coldb.mnhn.fr/catalognumber/mnhn/p/p04878449,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,,,,PRESENT,NA,2cd829bb-b713-433d-99cf-64bef11e5b3e,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,6435171,6435171,PRESERVED_SPECIMEN,MNHN,P,P04878449,,,NA,CC_BY_4_0,,,,,2024-04-04T14:42:55Z,StillImage,
694618208,b5cdf794-8fa4-4a85-8b26-755d087bf531,http://coldb.mnhn.fr/catalognumber/mnhn/p/p04716194,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,,,,PRESENT,NA,2cd829bb-b713-433d-99cf-64bef11e5b3e,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,6435171,6435171,PRESERVED_SPECIMEN,MNHN,P,P04716194,,,NA,CC_BY_4_0,,,,,2024-04-04T14:42:54Z,StillImage,
694618207,b5cdf794-8fa4-4a85-8b26-755d087bf531,http://coldb.mnhn.fr/catalognumber/mnhn/p/p04716191,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,,,,PRESENT,NA,2cd829bb-b713-433d-99cf-64bef11e5b3e,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,6435171,6435171,PRESERVED_SPECIMEN,MNHN,P,P04716191,,,NA,CC_BY_4_0,,,,,2024-04-04T14:42:56Z,StillImage,
694618206,b5cdf794-8fa4-4a85-8b26-755d087bf531,http://coldb.mnhn.fr/catalognumber/mnhn/p/p04716190,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,,,,PRESENT,NA,2cd829bb-b713-433d-99cf-64bef11e5b3e,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,6435171,6435171,PRESERVED_SPECIMEN,MNHN,P,P04716190,,,NA,CC_BY_4_0,,,,,2024-04-04T14:42:54Z,StillImage,
694618149,b5cdf794-8fa4-4a85-8b26-755d087bf531,http://coldb.mnhn.fr/catalognumber/mnhn/p/p04716243,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,,,,PRESENT,NA,2cd829bb-b713-433d-99cf-64bef11e5b3e,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,6435171,6435171,PRESERVED_SPECIMEN,MNHN,P,P04716243,,,NA,CC_BY_4_0,,,,,2024-04-04T14:42:02Z,StillImage,
694618148,b5cdf794-8fa4-4a85-8b26-755d087bf531,http://coldb.mnhn.fr/catalognumber/mnhn/p/p04716241,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,,,,PRESENT,NA,2cd829bb-b713-433d-99cf-64bef11e5b3e,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,6435171,6435171,PRESERVED_SPECIMEN,MNHN,P,P04716241,,,NA,CC_BY_4_0,,,,,2024-04-04T14:42:02Z,StillImage,
694618147,b5cdf794-8fa4-4a85-8b26-755d087bf531,http://coldb.mnhn.fr/catalognumber/mnhn/p/p04716237,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,,,,PRESENT,NA,2cd829bb-b713-433d-99cf-64bef11e5b3e,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,6435171,6435171,PRESERVED_SPECIMEN,MNHN,P,P04716237,,,NA,CC_BY_4_0,,,,,2024-04-04T14:42:01Z,StillImage,
694617647,b5cdf794-8fa4-4a85-8b26-755d087bf531,http://coldb.mnhn.fr/catalognumber/mnhn/p/p04720025,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,NC,,,PRESENT,NA,2cd829bb-b713-433d-99cf-64bef11e5b3e,-21.03278,164.73056,NA,NA,NA,NA,NA,NA,1950-12-22,22,12,1950,6435171,6435171,PRESERVED_SPECIMEN,MNHN,P,P04720025,,,NA,CC_BY_4_0,,"Baumann-Bodenheim, M.G.;Guillaumin, A.",,,2024-04-04T14:42:00Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
694617645,b5cdf794-8fa4-4a85-8b26-755d087bf531,http://coldb.mnhn.fr/catalognumber/mnhn/p/p04719994,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,NC,,,PRESENT,NA,2cd829bb-b713-433d-99cf-64bef11e5b3e,-22.30833,166.44833,NA,NA,30,20,NA,NA,1955-04-30,30,4,1955,6435171,6435171,PRESERVED_SPECIMEN,MNHN,P,P04719994,,,NA,CC_BY_4_0,,"MacKee, H.S.",,,2024-04-04T14:41:59Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
694617644,b5cdf794-8fa4-4a85-8b26-755d087bf531,http://coldb.mnhn.fr/catalognumber/mnhn/p/p04719988,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,NC,,,PRESENT,NA,2cd829bb-b713-433d-99cf-64bef11e5b3e,-20.96556,164.67361,NA,NA,NA,NA,NA,NA,1861-01-01/1867-12-31,NA,NA,NA,6435171,6435171,PRESERVED_SPECIMEN,MNHN,P,P04719988,,,NA,CC_BY_4_0,,"Vieillard, E.",,,2024-04-04T14:41:58Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
694617643,b5cdf794-8fa4-4a85-8b26-755d087bf531,http://coldb.mnhn.fr/catalognumber/mnhn/p/p04719980,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,NC,,,PRESENT,NA,2cd829bb-b713-433d-99cf-64bef11e5b3e,-20.31583,164.49806,NA,NA,NA,NA,NA,NA,1910-08-01/1910-08-31,NA,8,1910,6435171,6435171,PRESERVED_SPECIMEN,MNHN,P,P04719980,,Guillaumin,NA,CC_BY_4_0,,"d'Alleizette, Ch.;legit, Godefroy",,,2024-04-04T14:42:51Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
694617642,b5cdf794-8fa4-4a85-8b26-755d087bf531,http://coldb.mnhn.fr/catalognumber/mnhn/p/p04719973,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,NC,,,PRESENT,NA,2cd829bb-b713-433d-99cf-64bef11e5b3e,-22.2725,166.44444,NA,NA,NA,NA,NA,NA,1869-01-01/1869-01-31,NA,1,1869,6435171,6435171,PRESERVED_SPECIMEN,MNHN,P,P04719973,,,NA,CC_BY_4_0,,"Balansa, B.",,,2024-04-04T14:41:59Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
694615043,b5cdf794-8fa4-4a85-8b26-755d087bf531,http://coldb.mnhn.fr/catalognumber/mnhn/p/p05044196,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,,,,PRESENT,NA,2cd829bb-b713-433d-99cf-64bef11e5b3e,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,6435171,6435171,PRESERVED_SPECIMEN,MNHN,P,P05044196,,,NA,CC_BY_4_0,,,,,2024-04-04T14:42:01Z,StillImage,
694615024,b5cdf794-8fa4-4a85-8b26-755d087bf531,http://coldb.mnhn.fr/catalognumber/mnhn/p/p05044179,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,,,,PRESENT,NA,2cd829bb-b713-433d-99cf-64bef11e5b3e,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,6435171,6435171,PRESERVED_SPECIMEN,MNHN,P,P05044179,,,NA,CC_BY_4_0,,,,,2024-04-04T14:42:01Z,StillImage,
694615023,b5cdf794-8fa4-4a85-8b26-755d087bf531,http://coldb.mnhn.fr/catalognumber/mnhn/p/p05044178,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,,,,PRESENT,NA,2cd829bb-b713-433d-99cf-64bef11e5b3e,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,6435171,6435171,PRESERVED_SPECIMEN,MNHN,P,P05044178,,,NA,CC_BY_4_0,,,,,2024-04-04T14:42:00Z,StillImage,
694615022,b5cdf794-8fa4-4a85-8b26-755d087bf531,http://coldb.mnhn.fr/catalognumber/mnhn/p/p05044177,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,,,,PRESENT,NA,2cd829bb-b713-433d-99cf-64bef11e5b3e,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,6435171,6435171,PRESERVED_SPECIMEN,MNHN,P,P05044177,,,NA,CC_BY_4_0,,,,,2024-04-04T14:42:00Z,StillImage,
694615021,b5cdf794-8fa4-4a85-8b26-755d087bf531,http://coldb.mnhn.fr/catalognumber/mnhn/p/p05044173,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,,,,PRESENT,NA,2cd829bb-b713-433d-99cf-64bef11e5b3e,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,6435171,6435171,PRESERVED_SPECIMEN,MNHN,P,P05044173,,,NA,CC_BY_4_0,,,,,2024-04-04T14:42:56Z,StillImage,
694615020,b5cdf794-8fa4-4a85-8b26-755d087bf531,http://coldb.mnhn.fr/catalognumber/mnhn/p/p05044169,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,,,,PRESENT,NA,2cd829bb-b713-433d-99cf-64bef11e5b3e,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,6435171,6435171,PRESERVED_SPECIMEN,MNHN,P,P05044169,,,NA,CC_BY_4_0,,,,,2024-04-04T14:42:58Z,StillImage,
694615019,b5cdf794-8fa4-4a85-8b26-755d087bf531,http://coldb.mnhn.fr/catalognumber/mnhn/p/p05044161,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,,,,PRESENT,NA,2cd829bb-b713-433d-99cf-64bef11e5b3e,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,6435171,6435171,PRESERVED_SPECIMEN,MNHN,P,P05044161,,,NA,CC_BY_4_0,,,,,2024-04-04T14:42:05Z,StillImage,
